freq,SPL
49.00415320251075,101.2777692044471
63.9319409580813,100.097624143692
79.15608563740221,100.01066820539315
98.72589115109756,102.0211217047658
125.34506279265236,105.901228521011
159.8906651054112,106.31638274031978
198.71317499163848,103.44834642816406
245.74413161087722,104.22762863909931
316.5772730050306,104.87094155299549
399.8911083012665,105.01234559617824
504.4132446703367,106.20235371474963
624.1435963080633,106.57131259183714
785.7247418369484,109.22024811964494
988.8311694939731,112.0971410551459
1253.9735915866604,116.84348602062519
1551.4320228135741,117.30362786078999
1963.6025584244385,115.98610449473635
2422.647504655254,118.4978630041398
3119.985787829714,119.36913332572917
3898.3217228379494,120.05743386048135
4835.587491652555,118.60273347602337
6305.5001485993525,117.78732026757739
7886.800454338888,117.70056561617274
9776.964489726945,116.70178004710114
12123.87399688569,115.47503707033636
15814.151685239569,114.43166645419717
19775.153333522605,114.52727772894707
