freq,SPL
48.007819152509754,105.35402686944062
60.812753198535425,101.14613627658215
76.54480018649141,100.8839677112741
96.84944170356341,104.89225269190938
118.46516903478071,107.3858332505781
152.01668732370786,110.15137113592192
196.86300100195015,107.24155541999461
241.4097220747488,108.16765736497894
310.8355976781587,108.82520676985061
399.8788489088114,110.02326604151003
501.9250493536845,111.49072904992269
615.2340598727559,112.68708592830086
790.6496492772305,114.53375704010554
946.2393044385298,115.5671097618068
1211.4584032818384,127.2514860474684
1590.833910126748,123.20702520960717
1946.441463039359,118.0249400615699
2406.250426687908,121.43781299209806
3111.77627549973,119.39281306303111
4000.3998422251702,121.0232802281207
4937.775931219929,117.89555817219708
6165.149105655686,115.14661862134517
7955.461018300459,114.45289335924754
10162.678475217725,112.51556980521784
12509.085813721784,111.11747932301493
15996.404479312492,108.53154392883997
19748.13174633024,105.29571989955879
