freq,SPL
49.55312225678761,108.87460218893116
63.01233882968246,109.12481564852908
79.78997040097197,112.26709617325159
99.06074178148897,113.93836839245519
123.47913341874525,112.86462780408291
155.9212756259237,110.41861367693862
198.41314527590845,110.17864627804084
243.96759395343736,110.96736008693628
311.053806010404,109.40390437010015
395.59627432280416,109.55608165799893
498.3556576347832,108.72766436389041
627.2244227582966,108.5364821858263
776.8758589713054,111.82535123806568
991.0678593759699,117.36975083443299
1229.9895465746336,111.78611348288445
1561.8345395279503,113.01668865947374
1953.6573917719618,117.04106186447258
2443.6034981823254,113.61445315532099
3038.5548520679667,114.20732748583407
3906.637831711784,114.40875572459832
4965.596602442268,114.95307769929366
6330.58381514577,113.43864006830708
7885.991820612619,112.80606225258094
9710.441967564253,112.614414344485
12350.561964439545,112.71757354653421
15719.724391094427,112.33055189008773
20204.904568926744,112.72805247225027
