freq,SPL
48.31616743140452,113.53260869565219
60.450648772146174,111.57608695652175
75.96391084417408,107.82608695652175
96.79486354849526,113.36956521739131
119.2901418099859,117.60869565217394
152.60714909506174,121.52173913043478
186.21463179219077,114.83695652173913
239.26655003446564,116.95652173913047
297.8156734205636,117.11956521739131
386.17485216058435,115.48913043478262
480.2910411674486,115.97826086956522
576.1353188999904,116.30434782608694
771.1938562398173,116.63043478260869
923.9872458653282,117.44565217391306
1148.7193603058004,118.09782608695653
1518.210368467593,123.6413043478261
1912.376943343315,118.91304347826087
2372.78724525288,120.3804347826087
2933.5352039788736,123.31521739130434
3950.193385852533,121.19565217391306
4942.274307854489,119.2391304347826
6388.266462055276,118.91304347826087
7954.650775061838,118.91304347826087
9614.335091440396,116.1413043478261
12451.970847350318,115
16191.32027980181,112.22826086956522
19468.723362091154,111.57608695652175
