freq,SPL
49.781473713113336,115.80694503684309
63.98270062131347,111.71552117191979
78.67721172998665,112.28000764807105
97.70577514462353,114.28674383374269
122.66137230911808,117.12579606124338
156.73041375340938,116.6385256872233
197.34910159634055,117.64777691165006
246.29952600867654,116.60484475886513
307.2805807371029,115.78370666705887
396.59195345382534,116.62778897206982
487.80691717957757,117.02592990248708
621.6644170748408,118.14666647056227
790.6808237287115,120.48727037402007
996.4053885221706,120.99748496124485
1190.2076956252833,131.87480695974466
1583.2551922299158,129.17136091541525
1945.9487790197227,122.52695209660101
2437.9057355110244,126.64132017472899
3083.0557980805875,124.98904266741185
3929.776778491476,125.9988822049977
4919.155976323143,123.12614904913885
6363.838060349769,122.52856995778852
7937.303666715557,121.87377741171625
10009.712975331602,121.94040387698371
12469.97633445613,122.00644202909207
16126.39421595322,121.63065699872041
20357.166570956622,121.08734979629656
