freq,SPL
50.87990308372836,99.20807453416151
65.2977805296512,100.55900621118015
82.93462621636222,100.69875776397517
103.16776401638302,105.07763975155281
129.67815327102937,106.28881987577641
164.70405399272772,106.70807453416151
204.88606207175442,106.24223602484474
257.5343801792527,107.03416149068325
327.0940816790874,107.7329192546584
411.1454470535147,109.3633540372671
511.4505049720576,110.62111801242237
649.5926218926556,112.25155279503107
816.514464461483,115.32608695652175
1026.3291918746481,119.19254658385094
1276.7174906439602,122.87267080745343
1621.5572261658663,123.5248447204969
2038.2388677057127,122.22049689440995
2509.2765773216647,124.3633540372671
3187.028920824432,125.57453416149069
4047.8412917769474,125.99378881987579
5087.99030837283,124.45652173913045
6529.778052965117,123.47826086956523
8122.814703356737,123.24534161490685
10104.49638102284,122.77950310559008
12569.638831218286,122.22049689440995
16131.507097944132,122.1273291925466
20276.72180243924,122.63975155279505
