freq,SPL
49.14613414182174,103.89529881101376
61.2680478057331,103.6694305381727
80.21495037291353,103.66297715894868
97.58019960055445,105.86416614518147
121.64839490258501,108.28535669586982
159.2676820876664,107.72743272841052
193.74657885819806,105.4065628911139
241.53425010859465,107.05569461827284
301.1087696068112,108.15335575719651
394.22547112067986,109.47043178973718
491.4613414182184,111.2298576345432
612.6804780573309,112.87898936170214
763.7983632839308,115.07959167709637
975.8019960055465,116.28696026282854
1187.0474655681317,118.92932571964957
1516.5302021262917,126.53375312891114
1985.5111964445828,120.46112327909889
2415.3425010859464,121.22848873591991
3085.756852716054,123.42850438047562
3846.8600159578555,122.65116551939927
4914.613414182184,121.65265175219025
6278.7377005308945,120.43354974968713
7827.390868337488,120.53856382978725
9758.019960055444,118.32740143929914
12164.839490258526,118.3221214017522
15541.372208032168,116.11037234042554
19855.111964445827,115.11185857321654
