freq,SPL
50.56905697646292,107.9827519338088
63.754016733323084,108.56548016633988
83.62689952231132,108.0530477688479
102.78667685367799,108.17360108594946
130.664559116242,114.12192152722416
162.8315648066042,113.20435888043784
200.30681187536473,112.34416409902826
249.2223667566306,113.27271552002759
314.0778723863269,114.31697226950509
405.993922056005,115.82340393441211
504.9885715119814,117.09810174312125
636.6867229352963,117.62313891103403
801.9746701103539,119.24430630669454
997.1760585735803,120.92284156773181
1271.9778290236138,122.89047855034369
1651.0115153075315,134.60855185193168
2101.4049447324173,124.11459567774882
2553.679584525199,122.44640279244146
3198.172283180927,130.75973368382498
4163.563695215335,124.01634310831486
5107.83984174296,126.32915688091187
6382.997449202457,122.18089461550065
8155.769711595726,122.18703540109027
10304.197071319579,120.28904785503438
12530.617216581802,117.8131800650708
16055.334474358007,114.58862123203552
20024.71939178202,112.69031048673807
