freq,SPL
50.11022645042675,114.16453622576881
63.24664664364765,116.10116905358782
81.45050706957436,119.30750328873886
100.59998057511372,120.78656705304176
126.12611456562279,120.28643053935316
160.7749582045789,116.94420313236863
201.28203232273123,117.20544069100747
252.09085045630405,117.26364516369232
316.6286370875429,115.7991014917223
405.66201722865594,115.7565340415498
509.4670326474586,114.34274864106828
624.8139267899674,113.58807614981757
799.8205263198378,114.00233314304153
998.8576188897313,115.58328576038124
1235.69401564967,116.19945890937973
1607.5351965330783,120.01526471245253
2020.2346019213953,118.24617141155153
2466.092706469226,119.9786542232371
3133.4628918415533,124.35205639256372
4084.0700741703363,121.16284842016431
5056.284289878888,121.37295539725483
6343.488821765074,120.51751098314676
8227.07929666522,119.96773312814912
10329.35777602184,118.70622254213309
12671.617018717343,117.79927523641689
16437.3680076202,117.14798083844225
20398.807151054945,116.08913102832038
