freq,SPL
48.94897361488957,121.15384615384615
60.94469352531134,116.53846153846155
76.87596817027449,116.02564102564102
94.94175708984652,121.02564102564102
119.17227049012652,121.7948717948718
149.8814421676892,122.05128205128206
190.9308334655356,118.97435897435896
236.1477220948265,123.58974358974359
300.37994965773214,120.8974358974359
377.7840253256665,121.15384615384615
490.21276434237365,120.76923076923076
616.5343312371687,121.02564102564102
795.6972612573295,122.05128205128206
915.6977282564667,122.94871794871794
1215.7073988158506,124.1025641025641
1527.8516818002395,132.05128205128204
1945.3409391650273,129.1025641025641
2383.0697404059565,128.71794871794873
3009.716859247512,135.3846153846154
3818.954151213813,133.33333333333331
4821.992113333284,132.56410256410257
5930.303539592003,131.15384615384613
7695.165217816517,130.76923076923077
9463.861502962272,129.35897435897436
11943.641307349213,128.71794871794873
15505.702709384874,128.2051282051282
20159.844572762133,127.3076923076923
