freq,SPL
51.45171530121921,114.49774365315933
63.699522153105576,112.83206135048587
82.00212081774117,119.5761851588671
100.20845918276564,115.0715201963806
127.36139003379199,119.56594162106292
161.7342726551192,121.91752567805759
200.22149099150286,120.09113057280754
254.38248998549008,123.67484611622261
316.345380684099,133.25905999390923
400.74166588855667,129.44998661880194
498.7787229055294,141.1770378641762
624.4775602906135,137.79680881497956
812.010337415179,139.8264135620749
992.822402415486,136.66102195439316
1260.528826738825,138.53046760365814
1577.9975688215904,134.82881294930831
2005.365751664287,139.05537970302967
2541.285618014724,136.15701220918965
3222.548367594518,134.91934367530752
4039.2196332369576,134.37837413829698
5060.703864569298,132.7659859174426
6417.503568062567,131.58188831775269
8140.489318768135,131.14778379675343
10078.931941148561,129.64281429665652
12626.19807451419,127.70900047064902
16204.731716888755,126.79248068954696
20550.1736647811,125.71552495824142
