freq,SPL
51.32981460065312,114.1185215950764
62.855786698360085,109.08324169211383
82.1238391964421,109.04203854122912
99.61602759574872,109.85604855647382
129.64450023318804,112.2296898672343
162.78460937191815,114.22598960717777
202.63116874536757,114.07519457043475
252.4288430801326,113.4414306413627
326.0814758052301,112.91669223181376
410.5046721264498,113.30309566399374
516.6953645237425,113.7968255166913
657.6765202268699,114.88141704857065
836.1063095371766,116.71729352407294
1036.7052776615305,118.98134294897513
1301.7109353223232,120.97764268891859
1670.299523055504,124.58497146929588
2154.9810728789607,132.3249338059346
2623.1503595000486,123.47899960826331
3366.7918116863707,126.92533875786425
4213.844150237653,130.90717727738266
5402.911982313458,127.48405914752429
6809.429375130789,127.17284084634011
8683.232000984592,127.13050496278503
10815.301148855411,126.60406745423053
13327.87970451985,125.16478900494157
17427.089499759328,124.64061696172782
21952.356270446082,124.65137792209633
