freq,SPL
51.75782700657218,112.4814820740077
64.47707783708056,113.2349976802598
81.69469097043932,116.33497048330585
99.10337347287167,119.08458252675699
125.2740273719676,118.24107699937606
162.4382877211336,115.90061913065736
200.3282535431695,116.20466507751131
255.28565582751912,116.70908858207879
315.59934758750984,115.91501751803797
402.75805514062756,115.77055369798582
508.83486756002424,115.17662021853552
635.8431907670188,114.53253235637608
800.6501961918228,115.43603116450956
983.7048194860895,117.43716703729181
1239.9082234126581,117.89143615915016
1585.5121739932108,121.84019389828339
1980.8279398369366,121.2959348552962
2491.492570841459,122.69857775929094
3118.9518557843503,126.24754027548913
3987.353347926364,125.30444590205896
5145.745676122288,125.11030764554368
6356.558367308118,124.66563744860575
8031.610930569896,124.02178955956931
9957.726782781627,121.9299438462892
12461.126292550613,120.63696865951013
15935.927076683969,119.54413105732156
20146.422144191172,118.65071112035452
