freq,SPL
50.668171570099105,100.46519019964951
63.13168983647489,99.69691763169652
81.3544075149197,99.49640905810799
99.70766962886881,101.97518985601872
124.80058608084327,105.74310161162849
162.73747666946798,105.33667227930314
198.54510308541194,103.2792687536511
243.62514228596407,104.98488024466515
309.862263035431,105.81500635716988
398.70296212010464,106.59384557231712
501.139648810199,107.62989244355866
629.8948627674267,108.6659393148002
808.1228862540368,111.35192948695924
988.3970616783375,115.17087041682419
1221.9169308380028,119.50551527438921
1572.8752247718119,120.02663138723757
1982.4684367951984,119.25861654238687
2430.667624715385,121.47967423799871
3124.3496490824896,122.92859351912307
3882.428507702449,123.91283804680253
4946.591394142964,123.60898250919215
6243.621722688552,121.91316449606545
7857.7045321395835,122.12449743995053
9792.117185512448,121.253135631078
12464.269066999625,121.56781553898493
15897.03410569341,120.59387993539742
20003.523059229847,120.90830212020208
