freq,SPL
50.554743794737576,102.48702897178565
63.51159141306443,101.08218140503692
80.48450955626369,100.56409770876728
100.47930602875972,103.9447074417724
125.60925793907646,106.30619200908919
160.49904344286074,106.98504071198636
199.95006177101968,104.47188032569589
252.86992431170887,105.50463927286498
317.05151774402657,105.60632455974248
401.2672292093934,106.06305623934861
512.5461847647173,107.007763681121
642.3007562815764,107.5082370763113
800.7963043416781,111.90797197500473
997.4163324680611,117.06097330051126
1259.1815948999747,111.93410338950956
1622.8640640090237,113.54402575269836
2008.2961110283707,116.12649119484946
2552.849337438499,113.25998863851544
3140.2480807089614,112.91743987881082
4013.1971997086966,113.4633592122704
5036.18731316516,112.90039765195985
6337.97305015031,110.16625639083507
8039.682660566051,108.89490626775232
10185.256605374183,108.59837152054536
12781.544874256444,108.0354099602348
16341.300827548268,108.27116076500663
20297.758654346275,108.01779965915546
