freq,SPL
49.57296535347357,109.48406578242447
62.33475585659398,103.39497053427925
78.75781351012522,103.62777407990649
99.34424601595767,105.12492491517443
124.806858909194,109.72547364319689
157.5241966321169,110.76286182768641
203.28223194735972,114.73156160202606
247.4532656601866,113.5845901586116
313.0462836276265,112.84039807133463
404.5247921691008,115.77463188142278
504.49736873613426,116.00727308148123
627.9549244474273,117.73414289656962
791.2668479316814,120.03587837069986
1011.012965570236,121.6481322142312
1261.2476314158016,131.65089208890043
1581.2005751808153,127.86061009464746
1958.3084510298397,123.43799211000535
2496.1796675617134,126.88929655665048
3120.7651258355427,125.22541682224782
4041.771420174426,126.4355406919168
5113.133257636897,125.69134860463983
6391.568032356113,124.1424095329318
8180.0412051414405,124.4903160868224
10339.837032690273,124.37829764436579
12903.861050727708,124.09370586229848
16122.97452512977,122.88958877867428
20158.71661342417,121.16823871292432
