freq,SPL
49.770235643321136,122.34375
61.35907273413163,120.15625
75.6463327554626,122.34375
93.2603346883218,126.09375
123.28467394420633,126.24999999999997
151.99110829529332,124.375
194.0344249557912,123.59375
239.2147081462629,125.3125
305.38555088334124,125
376.49358067924715,125.3125
497.7023564332114,125.15625
613.5907273413163,125.15625
783.3203223083892,125.78125
1000,126.24999999999997
1190.5772393787797,126.5625
1629.7508346206403,129.0625
2009.2330025650458,132.03125
2477.0763559917036,128.28125
3274.5491628777186,132.65625
4037.017258596566,137.8125
5153.724655961642,131.875
6353.752638084481,131.09375
8111.308307896889,134.53125
10000,131.09375
12328.467394420633,130.78124999999997
16297.508346206401,128.90625
20092.33002565046,128.28125
